Depositor Agent DT2 issued deposit of $439 at: 02/13/2024 20:52:57 EST  Transaction Number : 2
Depositor Agent DT3 issued deposit of $402 at: 02/13/2024 20:52:57 EST  Transaction Number : 4
Depositor Agent DT5 issued deposit of $456 at: 02/13/2024 20:52:57 EST  Transaction Number : 6
	 Withdrawal Agent WT6 issued withdrawal of $85 at: 02/13/2024 20:54:31 EST  Transaction Number : 135
	 Withdrawal Agent WT4 issued withdrawal of $96 at: 02/13/2024 20:54:32 EST  Transaction Number : 141
	 Withdrawal Agent WT4 issued withdrawal of $93 at: 02/13/2024 20:54:32 EST  Transaction Number : 142
	 Withdrawal Agent WT2 issued withdrawal of $93 at: 02/13/2024 20:54:32 EST  Transaction Number : 147
	 Withdrawal Agent WT3 issued withdrawal of $77 at: 02/13/2024 20:54:32 EST  Transaction Number : 154
	 Withdrawal Agent WT4 issued withdrawal of $94 at: 02/13/2024 20:54:32 EST  Transaction Number : 155
	 Withdrawal Agent WT10 issued withdrawal of $93 at: 02/13/2024 20:54:32 EST  Transaction Number : 159
	 Withdrawal Agent WT9 issued withdrawal of $83 at: 02/13/2024 20:54:32 EST  Transaction Number : 163
	 Withdrawal Agent WT5 issued withdrawal of $78 at: 02/13/2024 20:54:32 EST  Transaction Number : 170
	 Withdrawal Agent WT5 issued withdrawal of $87 at: 02/13/2024 20:54:32 EST  Transaction Number : 174
Depositor Agent DT4 issued deposit of $450 at: 02/13/2024 20:55:00 EST  Transaction Number : 3
	 Withdrawal Agent WT2 issued withdrawal of $94 at: 02/13/2024 20:55:01 EST  Transaction Number : 8
	 Withdrawal Agent WT7 issued withdrawal of $85 at: 02/13/2024 20:55:01 EST  Transaction Number : 17
	 Withdrawal Agent WT1 issued withdrawal of $84 at: 02/13/2024 20:55:01 EST  Transaction Number : 21
Depositor Agent DT5 issued deposit of $417 at: 02/13/2024 20:55:01 EST  Transaction Number : 22
	 Withdrawal Agent WT6 issued withdrawal of $85 at: 02/13/2024 20:55:01 EST  Transaction Number : 25
Depositor Agent DT3 issued deposit of $398 at: 02/13/2024 20:55:01 EST  Transaction Number : 31
	 Withdrawal Agent WT6 issued withdrawal of $98 at: 02/13/2024 20:55:01 EST  Transaction Number : 32
	 Withdrawal Agent WT9 issued withdrawal of $91 at: 02/13/2024 20:55:01 EST  Transaction Number : 38
	 Withdrawal Agent WT7 issued withdrawal of $83 at: 02/13/2024 20:55:01 EST  Transaction Number : 42
	 Withdrawal Agent WT1 issued withdrawal of $96 at: 02/13/2024 20:55:01 EST  Transaction Number : 47
	 Withdrawal Agent WT6 issued withdrawal of $77 at: 02/13/2024 20:55:02 EST  Transaction Number : 55
Depositor Agent DT4 issued deposit of $389 at: 02/13/2024 20:55:02 EST  Transaction Number : 59
Depositor Agent DT2 issued deposit of $373 at: 02/13/2024 20:55:02 EST  Transaction Number : 66
	 Withdrawal Agent WT5 issued withdrawal of $92 at: 02/13/2024 20:55:02 EST  Transaction Number : 73
	 Withdrawal Agent WT5 issued withdrawal of $80 at: 02/13/2024 20:55:02 EST  Transaction Number : 76
	 Withdrawal Agent WT9 issued withdrawal of $86 at: 02/13/2024 20:55:02 EST  Transaction Number : 80
	 Withdrawal Agent WT3 issued withdrawal of $78 at: 02/13/2024 20:55:02 EST  Transaction Number : 82
	 Withdrawal Agent WT2 issued withdrawal of $98 at: 02/13/2024 20:55:02 EST  Transaction Number : 83
	 Withdrawal Agent WT5 issued withdrawal of $85 at: 02/13/2024 20:55:02 EST  Transaction Number : 84
	 Withdrawal Agent WT8 issued withdrawal of $77 at: 02/13/2024 20:55:02 EST  Transaction Number : 85
	 Withdrawal Agent WT1 issued withdrawal of $83 at: 02/13/2024 20:55:02 EST  Transaction Number : 86
	 Withdrawal Agent WT7 issued withdrawal of $78 at: 02/13/2024 20:55:02 EST  Transaction Number : 88
	 Withdrawal Agent WT4 issued withdrawal of $88 at: 02/13/2024 20:55:02 EST  Transaction Number : 89
	 Withdrawal Agent WT9 issued withdrawal of $99 at: 02/13/2024 20:55:03 EST  Transaction Number : 92
	 Withdrawal Agent WT3 issued withdrawal of $89 at: 02/13/2024 20:55:03 EST  Transaction Number : 95
	 Withdrawal Agent WT10 issued withdrawal of $99 at: 02/13/2024 20:55:03 EST  Transaction Number : 96
	 Withdrawal Agent WT6 issued withdrawal of $76 at: 02/13/2024 20:55:03 EST  Transaction Number : 98
	 Withdrawal Agent WT3 issued withdrawal of $88 at: 02/13/2024 20:55:03 EST  Transaction Number : 99
	 Withdrawal Agent WT9 issued withdrawal of $92 at: 02/13/2024 20:55:03 EST  Transaction Number : 110
Depositor Agent DT2 issued deposit of $433 at: 02/13/2024 20:55:03 EST  Transaction Number : 113
	 Withdrawal Agent WT5 issued withdrawal of $79 at: 02/13/2024 20:55:03 EST  Transaction Number : 114
Depositor Agent DT5 issued deposit of $423 at: 02/13/2024 20:55:03 EST  Transaction Number : 119
	 Withdrawal Agent WT7 issued withdrawal of $92 at: 02/13/2024 20:55:03 EST  Transaction Number : 122
	 Withdrawal Agent WT3 issued withdrawal of $90 at: 02/13/2024 20:55:03 EST  Transaction Number : 123
Depositor Agent DT3 issued deposit of $429 at: 02/13/2024 20:55:03 EST  Transaction Number : 124
	 Withdrawal Agent WT3 issued withdrawal of $86 at: 02/13/2024 20:55:03 EST  Transaction Number : 127
	 Withdrawal Agent WT3 issued withdrawal of $98 at: 02/13/2024 20:55:04 EST  Transaction Number : 142
	 Withdrawal Agent WT7 issued withdrawal of $77 at: 02/13/2024 20:55:04 EST  Transaction Number : 149
	 Withdrawal Agent WT8 issued withdrawal of $81 at: 02/13/2024 20:55:04 EST  Transaction Number : 152
	 Withdrawal Agent WT4 issued withdrawal of $80 at: 02/13/2024 20:55:04 EST  Transaction Number : 153
	 Withdrawal Agent WT10 issued withdrawal of $81 at: 02/13/2024 20:55:04 EST  Transaction Number : 161
	 Withdrawal Agent WT1 issued withdrawal of $94 at: 02/13/2024 20:55:04 EST  Transaction Number : 175
	 Withdrawal Agent WT2 issued withdrawal of $97 at: 02/13/2024 20:55:05 EST  Transaction Number : 187
	 Withdrawal Agent WT6 issued withdrawal of $95 at: 02/13/2024 20:55:05 EST  Transaction Number : 195
	 Withdrawal Agent WT6 issued withdrawal of $87 at: 02/13/2024 20:55:05 EST  Transaction Number : 198
	 Withdrawal Agent WT2 issued withdrawal of $88 at: 02/13/2024 20:55:05 EST  Transaction Number : 212
	 Withdrawal Agent WT5 issued withdrawal of $83 at: 02/13/2024 20:55:05 EST  Transaction Number : 213
	 Withdrawal Agent WT7 issued withdrawal of $85 at: 02/13/2024 20:55:05 EST  Transaction Number : 214
	 Withdrawal Agent WT5 issued withdrawal of $93 at: 02/13/2024 20:55:05 EST  Transaction Number : 215
	 Withdrawal Agent WT9 issued withdrawal of $97 at: 02/13/2024 20:55:06 EST  Transaction Number : 235
